# file...... out_power_meter4.csv
# date...... Mon Nov 26 23:55:39 2018
# user...... gcezar
# host...... (null)
# target.... meter 592
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_power.real, measured_power.imag
2015-07-01 00:00:00 UTC,+31514.7,+1350.57
2015-07-01 00:01:00 UTC,+31384,+1289.69
2015-07-01 00:02:00 UTC,+31412.9,+1313.34
2015-07-01 00:03:00 UTC,+31731.2,+1490.59
2015-07-01 00:04:00 UTC,+31850.8,+1562.94
2015-07-01 00:05:00 UTC,+31893.5,+1588.19
2015-07-01 00:06:00 UTC,+38032.2,+1808.19
2015-07-01 00:07:00 UTC,+38656.3,+2148.39
2015-07-01 00:08:00 UTC,+38593,+2113.88
2015-07-01 00:09:00 UTC,+38719.5,+2182.9
2015-07-01 00:10:00 UTC,+38655.2,+2147.81
2015-07-01 00:11:00 UTC,+32192.2,+1747.07
2015-07-01 00:12:00 UTC,+32328,+1819.33
2015-07-01 00:13:00 UTC,+32317.5,+1813.77
2015-07-01 00:14:00 UTC,+32175.5,+1738.17
2015-07-01 00:15:00 UTC,+32228.8,+1766.52
2015-07-01 00:16:00 UTC,+32040.8,+1666.5
2015-07-01 00:17:00 UTC,+32032.4,+1662.06
2015-07-01 00:18:00 UTC,+38964.1,+2316.48
2015-07-01 00:19:00 UTC,+38829.4,+2242.89
2015-07-01 00:20:00 UTC,+38988,+2329.5
2015-07-01 00:21:00 UTC,+39063.6,+2370.85
2015-07-01 00:22:00 UTC,+39365.1,+2535.74
2015-07-01 00:23:00 UTC,+32770.6,+2055.23
2015-07-01 00:24:00 UTC,+39450.1,+2582.23
2015-07-01 00:25:00 UTC,+39167.3,+2427.5
2015-07-01 00:26:00 UTC,+39341.3,+2522.7
2015-07-01 00:27:00 UTC,+39124.6,+2403.68
2015-07-01 00:28:00 UTC,+39307,+2503.42
2015-07-01 00:29:00 UTC,+32604.7,+1966.7
2015-07-01 00:30:00 UTC,+32814.5,+2078.59
2015-07-01 00:31:00 UTC,+32456.5,+1887.7
2015-07-01 00:32:00 UTC,+32508.7,+1915.51
2015-07-01 00:33:00 UTC,+32477.4,+1898.82
2015-07-01 00:34:00 UTC,+32754,+2046.29
2015-07-01 00:35:00 UTC,+32864.7,+2105.31
2015-07-01 00:36:00 UTC,+32890.6,+2119.26
2015-07-01 00:37:00 UTC,+32634.9,+1982.86
2015-07-01 00:38:00 UTC,+32621.3,+1975.63
2015-07-01 00:39:00 UTC,+32368.7,+1841.01
2015-07-01 00:40:00 UTC,+32331.1,+1821
2015-07-01 00:41:00 UTC,+32524.2,+1923.89
2015-07-01 00:42:00 UTC,+32374,+1843.77
2015-07-01 00:43:00 UTC,+39020.6,+2347.05
2015-07-01 00:44:00 UTC,+38775,+2212.88
2015-07-01 00:45:00 UTC,+38758.9,+2204.4
2015-07-01 00:46:00 UTC,+38443.7,+2032.46
2015-07-01 00:47:00 UTC,+38476.9,+2050.55
2015-07-01 00:48:00 UTC,+32133.7,+1715.95
2015-07-01 00:49:00 UTC,+32147.3,+1723.17
2015-07-01 00:50:00 UTC,+32159.8,+1729.84
2015-07-01 00:51:00 UTC,+32017.8,+1654.28
2015-07-01 00:52:00 UTC,+32120.1,+1708.72
2015-07-01 00:53:00 UTC,+31785.9,+1531.01
2015-07-01 00:54:00 UTC,+31889.3,+1585.97
2015-07-01 00:55:00 UTC,+31916.5,+1600.41
2015-07-01 00:56:00 UTC,+31847.5,+1563.76
2015-07-01 00:57:00 UTC,+31882,+1582.08
2015-07-01 00:58:00 UTC,+31625,+1445.55
2015-07-01 00:59:00 UTC,+21024.8,+961.207
2015-07-01 01:00:00 UTC,+20831.8,+861.751
2015-07-01 01:01:00 UTC,+27426.9,+1208.78
2015-07-01 01:02:00 UTC,+27847.4,+1431.24
2015-07-01 01:03:00 UTC,+27737.7,+1373.13
2015-07-01 01:04:00 UTC,+27954.1,+1487.73
2015-07-01 01:05:00 UTC,+27840.2,+1427.4
2015-07-01 01:06:00 UTC,+21227.2,+1065.56
2015-07-01 01:07:00 UTC,+21058.2,+978.415
2015-07-01 01:08:00 UTC,+21215.8,+1059.65
2015-07-01 01:09:00 UTC,+21355.6,+1131.76
2015-07-01 01:10:00 UTC,+21711.2,+1315.43
2015-07-01 01:11:00 UTC,+21667.4,+1292.79
2015-07-01 01:12:00 UTC,+21616.3,+1266.39
2015-07-01 01:13:00 UTC,+21481.8,+1196.91
2015-07-01 01:14:00 UTC,+21276.3,+1090.86
2015-07-01 01:15:00 UTC,+21329.5,+1118.3
2015-07-01 01:16:00 UTC,+21434.8,+1172.68
2015-07-01 01:17:00 UTC,+26553.8,+2676.41
2015-07-01 01:18:00 UTC,+26400.5,+2596.2
2015-07-01 01:19:00 UTC,+33015.7,+3024.09
2015-07-01 01:20:00 UTC,+27735.3,+1371.5
2015-07-01 01:21:00 UTC,+27697,+1351.22
2015-07-01 01:22:00 UTC,+27450.5,+1220.82
2015-07-01 01:23:00 UTC,+27632.8,+1317.24
2015-07-01 01:24:00 UTC,+27480.1,+1236.18
2015-07-01 01:25:00 UTC,+27492.5,+1242.75
2015-07-01 01:26:00 UTC,+27800.1,+1405.5
2015-07-01 01:27:00 UTC,+27655.3,+1329.3
2015-07-01 01:28:00 UTC,+27813.8,+1413.16
2015-07-01 01:29:00 UTC,+27699.9,+1352.86
2015-07-01 01:30:00 UTC,+21584,+1249.71
2015-07-01 01:31:00 UTC,+21589.3,+1252.41
2015-07-01 01:32:00 UTC,+21572.6,+1243.79
2015-07-01 01:33:00 UTC,+21560,+1237.32
2015-07-01 01:34:00 UTC,+21513.1,+1213.08
2015-07-01 01:35:00 UTC,+21961.5,+1444.83
2015-07-01 01:36:00 UTC,+26735.5,+2778.34
2015-07-01 01:37:00 UTC,+33237.3,+3149.87
2015-07-01 01:38:00 UTC,+33359.9,+3216.3
2015-07-01 01:39:00 UTC,+28400.8,+1724.31
2015-07-01 01:40:00 UTC,+28590.2,+1824.85
2015-07-01 01:41:00 UTC,+28536.9,+1796.8
2015-07-01 01:42:00 UTC,+22222,+1579.71
2015-07-01 01:43:00 UTC,+22276.2,+1607.78
2015-07-01 01:44:00 UTC,+22472.1,+1709.3
2015-07-01 01:45:00 UTC,+22348.2,+1645.05
2015-07-01 01:46:00 UTC,+22340.9,+1641.27
2015-07-01 01:47:00 UTC,+22416.9,+1680.69
2015-07-01 01:48:00 UTC,+22069.8,+1500.92
2015-07-01 01:49:00 UTC,+22223.1,+1580.27
2015-07-01 01:50:00 UTC,+22125.1,+1529.53
2015-07-01 01:51:00 UTC,+22212.7,+1574.87
2015-07-01 01:52:00 UTC,+30279.9,+3896.56
2015-07-01 01:53:00 UTC,+30186,+3847.2
2015-07-01 01:54:00 UTC,+41578.7,+5789.94
2015-07-01 01:55:00 UTC,+33318.5,+3199.42
2015-07-01 01:56:00 UTC,+43405.6,+4034.68
2015-07-01 01:57:00 UTC,+38600,+2526.39
2015-07-01 01:58:00 UTC,+38795.4,+2634.29
2015-07-01 01:59:00 UTC,+21630.5,+1701.19
2015-07-01 02:00:00 UTC,+21644.9,+1708.73
2015-07-01 02:01:00 UTC,+21456.5,+1610.24
2015-07-01 02:02:00 UTC,+21048.5,+1461.36
